,Unnamed: 0,id,etat_panneau,irradiance,temp_amb,temp_module,wind_speed,wind_dir,humidity,rain,dc_power,voltage,current,ac_power,PR,eff_module,eff_global,onduleur_state,alarms,stops,aux_power,prod_jour,prod_mois,prod_an,disponibility,p50,p90,revenus,day
1519,1519,119,sain,784.38,24.63,49.29,3.09,342.4,81.9,0.0,154.42,576.92,0.27,132.714,0.94,0.1485,0.13959,ok,0,1,62.49,737.31,22119.3,265431.6,0.96,777.39,688.58,73.731,8
1520,1520,120,usé,614.62,26.25,47.08,4.2,358.4,55.4,0.5,113.33,619.16,0.18,97.866,0.88,0.1683,0.148104,ok,1,1,59.0,543.68,16310.399999999998,195724.8,0.81,564.53,535.73,54.368,8
1521,1521,121,sain,1033.94,16.56,37.22,2.8,130.6,44.8,0.0,197.7,602.72,0.33,188.56,0.91,0.155,0.14105,ok,0,2,39.91,942.82,28284.6,339415.2,0.98,948.79,905.86,94.282,8
1522,1522,122,sain,779.89,25.8,46.61,2.73,312.3,37.4,0.0,148.58,615.58,0.24,121.167,0.86,0.1674,0.1439639999999999,ok,0,0,64.65,673.16,20194.8,242337.6,0.97,677.88,660.6,67.316,8
1523,1523,123,sain,909.09,24.89,45.47,4.14,184.8,29.3,0.0,176.38,612.33,0.29,144.41400000000002,0.88,0.1665,0.14652,ok,0,2,52.98,802.32,24069.6,288835.2,0.99,810.83,795.27,80.23200000000001,8
1524,1524,124,panne,1020.93,27.85,42.92,6.09,117.4,29.2,0.0,38.63,625.65,0.06,2.511,0.01,0.1521,0.001521,defaut,1,8,51.98,13.93,417.9,5014.799999999999,0.71,15.13,12.61,1.393,8
1525,1525,125,sain,609.13,22.2,31.84,6.33,253.5,87.2,0.0,108.95,591.17,0.18,100.87,0.83,0.178,0.1477399999999999,ok,0,1,44.57,504.36,15130.8,181569.6,0.98,526.54,499.26,50.43600000000001,8
1526,1526,126,sain,698.9,30.5,44.09,2.23,116.0,82.1,0.0,133.74,628.5,0.21,115.065,0.91,0.1494,0.135954,ok,0,2,56.52,639.24,19177.2,230126.4,0.97,649.18,587.95,63.92400000000001,8
1527,1527,127,panne,751.33,32.54,44.48,1.27,1.6,47.6,0.0,27.91,614.55,0.05,1.305,0.01,0.1683,0.001683,defaut,1,13,28.01,7.27,218.1,2617.2,0.75,7.37,7.04,0.727,8
1528,1528,128,sain,936.84,25.36,44.2,3.53,101.1,60.2,0.5,211.97,589.83,0.36,181.84500000000003,1.0,0.1557,0.1557,ok,0,0,73.0,1010.24,30307.2,363686.4,0.97,1033.45,955.28,101.024,8
1529,1529,129,usé,836.3,22.04,31.75,4.98,166.2,59.5,1.0,147.72,619.66,0.24,142.54,0.85,0.188,0.1598,ok,1,1,62.63,712.69,21380.7,256568.4,0.83,759.99,679.63,71.269,8
1530,1530,130,panne,1101.21,18.83,35.95,2.37,199.9,86.9,0.0,22.65,588.77,0.04,0.59,0.0,0.166,0.0,defaut,1,19,60.43,2.96,88.8,1065.6,0.6,3.25,2.69,0.296,8
1531,1531,131,panne,676.36,17.35,40.03,4.81,257.1,44.3,0.0,16.63,637.29,0.03,0.855,0.01,0.1638,0.001638,defaut,1,18,71.86,4.73,141.9,1702.8000000000002,0.7,4.99,4.45,0.4730000000000001,8
1532,1532,132,sain,468.95,25.66,38.31,4.01,253.0,54.8,0.0,91.24,607.08,0.15,86.96,0.93,0.178,0.16554,ok,0,0,68.79,434.81,13044.3,156531.59999999998,0.98,449.76,420.57,43.481,8
1533,1533,133,sain,639.17,34.42,42.06,3.9,154.2,82.0,0.0,127.99,606.32,0.21,104.697,0.91,0.1602,0.145782,ok,0,0,41.27,581.66,17449.8,209397.6,0.95,609.08,556.62,58.166,8
1534,1534,134,sain,881.53,23.31,35.07,2.22,247.7,51.0,0.0,177.89,621.53,0.29,166.43,0.94,0.199,0.18706,ok,0,0,38.15,832.15,24964.5,299574.0,0.96,887.51,793.97,83.215,8
1535,1535,135,sain,527.58,23.17,34.86,2.93,234.5,31.4,0.0,102.07,596.75,0.17,98.53,0.93,0.172,0.15996,ok,0,0,38.97,492.67,14780.1,177361.2,0.97,494.34,457.15,49.267,8
1536,1536,136,sain,811.3,19.5,31.87,1.95,76.4,22.7,0.5,161.44,598.99,0.27,149.36,0.92,0.191,0.17572,ok,0,0,51.34,746.81,22404.3,268851.6,0.97,751.85,714.22,74.681,8
1537,1537,137,sain,983.32,20.88,30.37,4.49,232.6,41.6,0.0,211.74,599.44,0.35,193.72,0.99,0.171,0.16929,ok,0,2,49.95,968.6,29058.0,348696.0,0.97,1048.53,952.94,96.86,8
1538,1538,138,panne,852.35,28.76,41.11,3.12,99.1,33.7,2.0,30.97,604.59,0.05,1.584,0.01,0.171,0.00171,defaut,1,6,37.88,8.8,264.0,3168.0,0.73,9.31,8.62,0.8800000000000001,8
1539,1539,139,sain,730.89,26.49,34.72,4.27,122.5,83.0,0.0,140.84,563.66,0.25,128.34,0.88,0.167,0.14696,ok,0,1,44.07,641.69,19250.7,231008.4,0.99,652.44,618.56,64.16900000000001,8
1540,1540,140,usé,909.59,18.86,35.74,4.88,132.9,59.0,0.0,145.58,602.2676368098938,0.2392641078500538,140.39,0.77,0.177,0.13629,ok,1,1,44.39,701.95,21058.5,252702.0,0.93,735.47,689.97,70.19500000000001,8
1541,1541,141,usé,697.5,29.09,43.22,3.32,104.2,82.7,0.0,94.2,582.1875874615997,0.1421032611697203,79.317,0.6237,0.1485,0.09261945,ok,0,2,48.03,440.67,13220.1,158641.2,0.86,476.59,414.63,44.06700000000001,8
1542,1542,142,sain,1008.71,21.4,33.08,2.18,55.5,20.5,0.0,191.28,574.5091973807954,0.324481473156128,179.44,0.8722,0.168,0.1465296,ok,0,1,23.04,897.18,26915.4,322984.8,0.98,955.49,874.91,89.718,8
1543,1543,143,usé,909.7,36.66,47.94,6.02,235.4,22.4,0.0,150.06,633.1118755105346,0.266250557433737,127.89900000000002,0.7566,0.1521,0.11507886,ok,1,0,58.13,710.54,21316.2,255794.4,0.92,743.52,693.33,71.054,8
1544,1544,144,sain,862.14,27.12,39.83,3.85,257.1,84.2,0.0,165.88,629.9939116467597,0.277865845766834,152.0,0.8448,0.179,0.1512192,ok,0,1,53.68,760.0,22800.0,273600.0,0.99,803.74,692.58,76.0,8
1545,1545,145,panne,728.68,28.05,45.39,1.64,146.6,88.2,0.0,37.73,644.9932761369618,0.0651969348162298,4.923,0.038,0.1656,0.0062927999999999,defaut,1,11,38.53,27.35,820.5,9846.0,0.65,29.59,25.88,2.7350000000000003,8
1546,1546,146,usé,608.6,30.35,41.3,1.27,70.0,38.0,0.0,80.58,671.9910453550957,0.137653177278355,66.186,0.564,0.1701,0.0959363999999999,ok,1,2,50.41,367.68,11030.4,132364.8,0.9,388.2,352.8,36.768,8
1547,1547,147,sain,1091.64,24.57,36.65,1.94,74.4,48.6,0.0,212.29,630.0450664213436,0.3474644735418027,192.45,0.8183999999999999,0.165,0.135036,ok,0,1,45.1,962.26,28867.8,346413.6,0.98,986.29,950.97,96.226,8
1548,1548,148,sain,643.47,32.19,52.58,4.33,307.9,81.9,0.0,114.06,645.0120737842415,0.206567377998594,98.307,0.782,0.1611,0.1259802,ok,0,1,39.73,546.16,16384.8,196617.6,0.98,577.57,522.94,54.616,8
1549,1549,149,sain,451.54,20.64,27.56,4.73,101.1,64.3,0.0,95.02,611.9945526555215,0.1635119452699064,89.93,0.91,0.166,0.15106,ok,0,1,32.42,449.66,13489.8,161877.6,0.96,468.67,425.18,44.96600000000001,8
1550,1550,150,sain,1066.01,22.02,35.89,1.23,213.0,22.4,0.5,225.23,617.2374296193809,0.3957317753591441,218.14,0.9,0.19,0.171,ok,0,1,51.57,1090.71,32721.300000000003,392655.6,0.97,1164.38,1086.39,109.071,8
1551,1551,151,usé,844.04,27.08,43.26,3.47,314.8,26.5,0.0,139.82,578.0099427925826,0.2364411485575834,116.22599999999998,0.6764,0.1719,0.11627316,ok,1,0,60.16,645.68,19370.4,232444.8,0.8,668.99,635.11,64.568,8
1552,1552,152,usé,737.19,24.68,38.16,1.65,150.8,53.2,0.0,134.04,656.597445640729,0.200665458158592,126.62,0.7568,0.176,0.1331968,ok,1,1,53.16,633.11,18993.3,227919.6,0.82,643.64,574.07,63.31100000000001,8
1553,1553,153,sain,910.68,18.8,29.53,1.8,98.1,46.5,2.0,161.16,612.683070424626,0.2412822022087465,154.01,0.7394999999999999,0.176,0.130152,ok,0,0,54.45,770.07,23102.1,277225.2,0.97,825.83,717.97,77.007,8
1554,1554,154,sain,700.15,25.24,42.95,1.61,358.6,85.6,0.0,134.66,559.73,0.24,27.736194382754054,0.89,0.1656,0.147384,ok,1,3,59.79,623.91,18717.3,224607.6,0.99,641.55,588.74,62.391,8
1555,1555,155,sain,744.33,23.9,35.59,1.06,304.4,23.3,1.0,147.57,610.21,0.24,140.23,0.94,0.165,0.1551,ok,0,2,50.56,701.13,21033.9,252406.8,0.98,721.94,674.52,70.113,8
1556,1556,156,sain,624.46,23.11,42.03,2.5,69.5,58.9,0.0,125.93,592.78,0.21,109.908,0.98,0.1755,0.17199,ok,0,0,54.43,610.62,18318.6,219823.2,0.97,610.96,582.5,61.062000000000005,8
1557,1557,157,sain,822.33,24.09,27.9,1.36,319.4,63.3,1.0,176.62,619.88,0.28,165.56,1.0,0.178,0.178,ok,0,2,43.56,827.8,24834.0,298008.0,0.99,880.49,781.38,82.78,8
1558,1558,158,sain,800.27,29.1,46.32,1.32,24.5,47.6,2.0,158.65,588.26,0.27,137.457,0.95,0.1557,0.147915,ok,0,2,39.85,763.64,22909.2,274910.4,0.95,816.03,759.92,76.364,8
1559,1559,159,panne,837.79,31.24,48.31,4.26,34.2,33.6,0.0,35.34,574.09,0.06,0.1909135684115702,0.01,0.1602,0.001602,defaut,1,8,60.95,7.53,225.9,2710.8,0.69,8.11,6.85,0.7530000000000001,8
1560,1560,160,usé,785.01,22.31,40.8,0.0,37.6,68.7,0.0,113.74,616.73,0.18,92.817,0.66,0.1665,0.10989,ok,0,1,40.72,515.63,15468.9,185626.8,0.93,524.49,496.23,51.563,8
1561,1561,161,sain,779.65,24.82,29.26,1.22,56.9,89.9,0.0,151.69,589.09,0.26,141.53,0.91,0.174,0.1583399999999999,ok,0,2,49.97,707.63,21228.9,254746.8,0.98,743.58,690.74,70.763,8
1562,1562,162,sain,692.09,34.33,45.43,1.67,283.6,40.8,0.0,135.24,622.47,0.22,115.605,0.93,0.1638,0.152334,ok,0,2,70.43,642.26,19267.8,231213.6,0.98,670.88,640.97,64.226,8
1563,1563,163,sain,729.48,13.26,25.97,2.63,201.2,48.7,0.0,148.47,604.65,0.25,142.54,0.98,0.169,0.16562,ok,0,0,50.11,712.68,21380.4,256564.8,0.97,777.66,675.76,71.268,8
1564,1564,164,usé,906.47,29.8,36.57,2.1,271.1,46.4,0.5,110.06,620.45,0.18,28.419978461054622,0.58,0.18,0.1043999999999999,ok,1,2,35.83,522.14,15664.2,187970.4,0.84,535.04,501.2,52.214,8
1565,1565,165,sain,1191.35,22.33,37.59,2.68,197.8,45.9,2.0,237.21,594.41,0.4,221.35,0.93,0.174,0.16182,ok,0,0,33.93,1106.75,33202.5,398430.0,0.95,1155.38,1099.32,110.675,8
1566,1566,166,sain,595.08,20.13,41.37,2.67,14.5,54.1,0.0,118.9,594.08,0.2,100.674,0.94,0.1638,0.153972,ok,0,1,53.75,559.32,16779.600000000002,201355.2,0.96,586.26,547.05,55.93200000000001,8
1567,1567,167,sain,775.33,19.23,32.72,1.97,287.2,21.1,0.0,146.46,593.87,0.25,139.46,0.9,0.163,0.1467,ok,0,1,61.49,697.3,20919.0,251028.0,1.0,728.84,697.23,69.73,8
1568,1568,168,usé,1015.07,33.08,41.39,3.63,17.9,55.3,0.0,159.2,586.67,0.27,137.304,0.75,0.1647,0.123525,ok,1,2,46.39,762.78,22883.4,274600.8,0.87,786.93,700.44,76.278,8
1569,1569,169,sain,584.43,27.44,44.23,3.7,173.8,50.6,0.5,111.6,613.11,0.18,96.012,0.91,0.171,0.15561,ok,0,2,40.29,533.41,16002.3,192027.6,1.0,537.94,480.25,53.341,8
1570,1570,170,usé,385.97,20.17,31.47,4.21,210.2,72.6,0.0,64.69,579.95,0.11,59.35,0.77,0.169,0.13013,ok,1,2,58.73,296.74,8902.2,106826.4,0.93,316.27,273.63,29.674000000000003,8
1571,1571,171,sain,900.74,21.38,24.53,4.11,18.7,36.0,0.0,202.35,609.44,0.33,183.68,1.0,0.157,0.157,ok,0,0,26.15,918.4,27552.0,330624.0,0.97,939.52,910.67,91.84,8
1572,1572,172,sain,677.01,13.88,27.83,4.44,272.0,55.4,0.5,123.72,630.37,0.2,117.25,0.87,0.192,0.16704,ok,0,2,46.29,586.26,17587.8,211053.6,0.98,601.6,574.41,58.626000000000005,8
1573,1573,173,sain,518.14,29.16,43.44,3.23,210.7,45.7,0.0,101.98,607.22,0.17,83.25,0.89,0.1746,0.155394,ok,0,1,48.3,462.5,13875.0,166500.0,0.95,508.07,439.05,46.25,8
1574,1574,174,sain,541.62,20.94,33.21,1.36,219.4,30.5,0.5,107.63,640.27,0.17,98.5,0.91,0.183,0.16653,ok,0,2,35.56,492.48,14774.4,177292.80000000002,0.97,534.62,490.29,49.248000000000005,8
1575,1575,175,usé,589.2,29.6,43.15,2.72,65.7,37.9,0.0,86.65,592.54,0.15,71.379,0.67,0.1692,0.113364,ok,0,1,47.57,396.55,11896.5,142758.0,0.8,417.34,367.58,39.655,8
1576,1576,176,panne,968.57,32.94,52.6,3.16,55.2,82.2,0.0,20.72,612.36,0.03,0.432,0.0,0.1557,0.0,defaut,1,10,68.65,2.39,71.7,860.4000000000001,0.63,2.5,2.25,0.239,8
1577,1577,177,usé,828.42,25.52,41.27,1.7,163.9,49.2,0.0,146.83,571.11,0.26,122.895,0.82,0.1583999999999999,0.1298879999999999,ok,1,0,54.65,682.76,20482.8,245793.6,0.92,735.19,671.35,68.276,8
1578,1578,178,usé,859.12,27.71,43.72,2.98,38.2,79.5,0.0,155.8,585.79,0.27,132.309,0.86,0.1566,0.134676,ok,0,2,45.01,735.06,22051.8,264621.6,0.8,768.91,715.43,73.506,8
1579,1579,179,sain,966.79,22.67,34.64,3.29,132.1,31.7,0.0,183.43,559.15,0.33,166.8,0.86,0.179,0.15394,ok,0,1,50.43,834.02,25020.6,300247.19999999995,0.98,902.64,761.96,83.402,8
1580,1580,180,sain,815.13,35.83,56.41,0.0,28.4,30.0,0.0,157.29,596.49,0.26,132.93,0.91,0.1539,0.140049,ok,0,2,55.76,738.52,22155.6,265867.19999999995,0.99,789.96,692.66,73.852,8
1581,1581,181,sain,701.05,31.12,48.49,1.67,17.2,69.0,0.0,122.61,615.63,0.2,100.584,0.8,0.1629,0.13032,ok,0,1,68.06,558.82,16764.600000000002,201175.2,0.97,602.73,517.15,55.882000000000005,8
1582,1582,182,usé,682.2,20.66,33.32,3.57,266.2,82.6,0.0,92.06,601.19,0.15,88.68,0.65,0.166,0.1079,ok,0,0,68.82,443.39,13301.7,159620.4,0.89,471.74,419.75,44.339,8
1583,1583,183,usé,1043.09,29.55,36.63,4.61,256.5,79.2,0.0,155.96,583.66,0.27,149.86,0.72,0.172,0.1238399999999999,ok,0,2,48.39,749.32,22479.6,269755.2,0.92,755.87,705.04,74.932,8
1584,1584,184,usé,501.54,21.13,34.67,1.08,257.6,43.0,0.0,83.68,587.79,0.14,75.41,0.75,0.169,0.12675,ok,0,2,40.97,377.06,11311.8,135741.59999999998,0.93,401.04,375.32,37.706,8
1585,1585,185,sain,754.72,27.53,45.22,4.84,323.1,47.5,0.0,154.85,613.1,0.25,127.17000000000002,0.94,0.1566,0.1472039999999999,ok,0,0,49.38,706.5,21195.0,254340.0,0.96,727.54,665.53,70.65,8
1586,1586,186,panne,717.67,26.14,39.98,2.88,271.3,33.1,0.0,28.66,624.83,0.05,1.67,0.01,0.168,0.00168,defaut,1,10,27.25,8.34,250.2,3002.4,0.65,9.09,7.87,0.8340000000000001,8
1587,1587,187,sain,623.31,23.1,40.47,4.76,350.7,28.7,0.0,123.59,631.43,0.2,106.452,0.95,0.1503,0.142785,ok,0,2,46.84,591.4,17742.0,212904.0,0.95,594.83,554.04,59.14,8
1588,1588,188,sain,749.82,18.69,35.79,2.24,227.9,22.2,0.0,165.02,616.38,0.27,152.58,1.0,0.171,0.171,ok,0,2,51.03,762.92,22887.6,274651.19999999995,1.0,785.81,708.34,76.292,8
1589,1589,189,sain,816.76,27.77,42.05,4.15,39.8,69.6,0.0,157.42,607.92,0.26,132.327,0.9,0.1755,0.15795,ok,0,1,50.7,735.16,22054.8,264657.6,0.96,737.81,686.47,73.516,8
1590,1590,190,sain,736.76,32.3,56.84,3.51,42.6,83.2,0.0,156.95,566.62,0.28,133.686,1.0,0.1602,0.1602,ok,0,2,50.96,742.71,22281.300000000003,267375.60000000003,0.96,759.2,732.08,74.271,8
1591,1591,191,sain,883.01,21.14,49.89,2.45,272.3,31.4,2.0,162.49,613.25,0.26,141.354,0.89,0.1782,0.158598,ok,0,1,55.24,785.3,23559.0,282708.0,0.96,800.1,726.37,78.53,8
1592,1592,192,sain,1028.71,18.17,42.44,4.03,131.7,85.8,0.0,203.94,594.81,0.34,167.27400000000003,0.9,0.1503,0.13527,ok,0,2,60.23,929.3,27879.0,334548.0,0.96,951.82,839.79,92.93,8
1593,1593,193,sain,757.7,23.95,36.57,2.16,137.9,61.2,0.0,162.3,598.32,0.27,149.88,0.99,0.189,0.18711,ok,0,0,46.5,749.41,22482.3,269787.6,1.0,785.9,716.74,74.941,8
1594,1594,194,sain,788.63,21.15,41.41,1.19,123.6,62.1,0.5,176.06,597.98,0.29,152.307,1.0,0.1512,0.1512,ok,0,0,30.33,846.13,25383.9,304606.80000000005,0.97,890.63,796.88,84.613,8
1595,1595,195,sain,1125.03,32.45,52.11,1.75,307.5,85.6,0.0,213.43,622.85,0.34,173.106,0.85,0.1755,0.149175,ok,0,1,59.32,961.68,28850.4,346204.8,0.99,1030.98,885.31,96.168,8
1596,1596,196,sain,945.12,25.19,36.76,5.63,190.2,58.2,0.0,199.32,608.3638544647631,0.331161559100295,185.86,0.98,0.19,0.1862,ok,0,1,42.34,929.31,27879.3,334551.6,0.98,995.51,862.66,92.931,8
1597,1597,197,sain,646.59,16.9,37.39,1.38,313.4,43.5,1.0,119.49,595.0073139383524,0.2222980944814068,114.65,0.8811,0.167,0.1471437,ok,0,0,53.16,573.27,17198.1,206377.2,0.97,598.62,523.92,57.327,8
1598,1598,198,panne,1000.5,21.09,37.12,4.24,24.7,73.2,0.0,46.11,654.0777659593036,0.0726280414605594,6.19,0.0294,0.178,0.0052331999999999,defaut,1,11,48.8,30.97,929.1,11149.2,0.71,32.65,30.34,3.097,8
1599,1599,199,panne,689.02,33.39,50.7,1.96,87.5,47.9,1.0,20.52,683.0189557035814,0.0327309692364702,2.862,0.0194,0.1512,0.00293328,defaut,1,14,54.68,15.88,476.4,5716.8,0.65,16.12,14.72,1.588,8
1600,1600,0,sain,837.74,22.57,31.15,2.25,114.0,50.2,0.0,160.76,606.2507750676585,0.2798654583303717,153.92,0.8832,0.171,0.1510272,ok,0,2,45.81,769.58,23087.4,277048.80000000005,0.99,824.72,766.19,76.95800000000001,9
1601,1601,1,sain,1047.57,16.5,30.55,4.82,81.6,49.7,0.0,209.07,530.531747059871,0.3317032753982416,192.74,0.874,0.192,0.167808,ok,0,2,42.87,963.72,28911.6,346939.2,0.97,1054.46,915.02,96.372,9
1602,1602,2,sain,1033.22,30.95,43.95,3.29,277.6,76.0,0.0,221.13,595.5097404830798,0.3687613663013833,180.351,0.9118,0.1773,0.16166214,ok,0,0,60.8,1001.96,30058.800000000003,360705.6,0.98,1089.21,962.55,100.196,9
1603,1603,3,sain,680.89,24.97,36.16,1.31,330.7,66.7,0.0,138.8,553.9572043794755,0.2259359136888622,131.53,0.9021,0.186,0.1677905999999999,ok,0,1,50.23,657.66,19729.8,236757.6,1.0,665.58,614.48,65.766,9
1604,1604,4,panne,792.36,26.03,41.52,3.3,189.5,46.6,5.0,35.48,583.0391800175832,0.0584451604729011,5.841,0.0368,0.1548,0.0056966399999999,defaut,1,11,64.65,32.43,972.9,11674.8,0.69,34.66,31.34,3.2430000000000003,9
1605,1605,5,usé,731.06,20.0,39.88,2.41,268.4,83.2,1.0,118.26,638.6038384986861,0.2151122843327672,109.02,0.6825,0.158,0.107835,ok,1,1,66.86,545.08,16352.4,196228.8,0.83,565.31,491.66,54.50800000000001,9
1606,1606,6,usé,817.73,27.99,38.11,3.79,156.0,87.9,0.0,142.61,627.0921023779374,0.2373316388253235,133.63,0.738,0.191,0.140958,ok,0,0,59.23,668.17,20045.1,240541.2,0.94,684.77,625.54,66.817,9
1607,1607,7,sain,980.52,24.99,42.49,0.57,282.3,28.7,0.0,199.47,585.8067625622065,0.3184676479284507,173.628,0.8722,0.1692,0.14757624,ok,0,1,40.62,964.58,28937.4,347248.80000000005,0.96,1005.93,933.76,96.458,9
1608,1608,8,sain,628.74,26.53,35.82,3.74,114.5,27.1,1.0,132.53,549.3680880020471,0.2183422502859354,123.86,0.8623999999999999,0.196,0.1690304,ok,0,0,52.95,619.3,18579.0,222948.0,0.99,627.22,605.11,61.93,9
1609,1609,9,usé,879.96,18.9,32.89,2.48,350.5,84.6,2.0,146.76,604.5793471719592,0.2403933851145151,140.87,0.6960000000000001,0.185,0.12876,ok,0,2,50.63,704.33,21129.9,253558.8,0.8,743.7,644.61,70.433,9
1610,1610,10,usé,830.74,21.79,35.01,5.52,225.2,65.6,0.0,125.78,620.84,0.2,115.53,0.7,0.181,0.1266999999999999,ok,0,2,36.11,577.65,17329.5,207954.0,0.81,592.05,560.51,57.765,9
1611,1611,11,sain,270.14,20.55,46.5,4.03,297.3,73.8,0.0,53.34,595.39,0.09,45.594,0.94,0.1674,0.157356,ok,0,2,53.74,253.28,7598.4,91180.8,1.0,275.59,249.28,25.328000000000003,9
1612,1612,12,usé,997.75,32.8,51.83,1.77,65.2,41.8,0.0,144.22,630.98,0.23,121.32,0.68,0.1764,0.119952,ok,1,0,33.99,673.99,20219.7,242636.4,0.83,718.78,671.15,67.399,9
1613,1613,13,sain,1012.26,24.17,36.28,2.17,28.3,43.1,0.0,201.77,567.3,0.36,188.73,0.93,0.174,0.16182,ok,0,2,54.52,943.66,28309.8,339717.6,0.98,1028.96,938.07,94.366,9
1614,1614,14,usé,939.96,27.52,45.34,1.72,217.2,31.3,0.0,152.11,621.03,0.24,131.049,0.77,0.1647,0.126819,ok,0,1,48.38,728.07,21842.1,262105.2,0.93,745.7,687.05,72.807,9
1615,1615,15,sain,1064.07,25.62,43.44,3.99,42.6,50.7,1.0,210.92,578.93,0.36,178.281,0.93,0.1404,0.130572,ok,0,1,58.37,990.44,29713.2,356558.4,0.96,1000.84,960.29,99.044,9
1616,1616,16,usé,602.44,19.09,30.16,3.24,131.3,51.9,0.0,84.14,611.29,0.14,81.39,0.68,0.174,0.11832,ok,1,2,58.74,406.94,12208.2,146498.40000000002,0.82,439.54,404.83,40.694,9
1617,1617,17,sain,744.43,29.3,48.54,1.32,159.0,83.3,0.5,153.16,579.94,0.26,131.643,0.98,0.1773,0.173754,ok,0,2,52.89,731.34,21940.2,263282.4,0.97,755.76,663.14,73.134,9
1618,1618,18,sain,713.33,30.4,37.54,5.07,161.3,42.1,0.0,145.48,602.18,0.24,131.74,0.92,0.186,0.17112,ok,0,1,50.17,658.68,19760.4,237124.8,0.96,678.22,634.27,65.868,9
1619,1619,19,usé,792.19,17.28,27.99,3.15,72.5,81.9,0.0,141.9,630.91,0.22,135.81,0.86,0.182,0.15652,ok,0,1,48.3,679.07,20372.1,244465.2,0.9,722.57,623.31,67.90700000000001,9
1620,1620,20,sain,858.59,26.07,41.41,1.56,330.5,61.9,0.5,177.52,600.27,0.3,154.665,1.0,0.1449,0.1449,ok,0,1,55.38,859.25,25777.5,309330.0,0.95,914.47,823.66,85.92500000000001,9
1621,1621,21,sain,668.66,28.72,43.63,5.01,273.9,88.9,0.5,127.74,576.46,0.22,106.065,0.88,0.1818,0.159984,ok,0,1,63.44,589.25,17677.5,212130.0,0.95,602.41,537.75,58.925,9
1622,1622,22,usé,848.69,29.36,46.3,3.06,113.4,49.6,0.0,138.68,627.77,0.22,119.889,0.78,0.1521,0.118638,ok,0,0,41.01,666.06,19981.8,239781.6,0.9,691.17,642.87,66.606,9
1623,1623,23,sain,664.99,30.71,46.51,3.41,12.9,60.0,0.5,128.57,590.21,0.22,110.7,0.92,0.1602,0.147384,ok,0,1,49.91,614.98,18449.4,221392.8,0.98,637.06,581.22,61.498000000000005,9
1624,1624,24,sain,999.04,27.84,40.56,4.63,206.4,82.2,0.0,199.08,602.98,0.33,162.24300000000002,0.9,0.1611,0.14499,ok,0,2,34.81,901.35,27040.5,324486.0,0.99,975.28,858.55,90.135,9
1625,1625,25,sain,590.65,18.98,32.97,4.99,267.2,28.5,0.5,111.22,598.83,0.19,105.52,0.89,0.183,0.16287,ok,0,1,42.0,527.62,15828.6,189943.2,0.96,577.49,478.85,52.762,9
1626,1626,26,sain,740.07,27.41,41.38,0.4,237.1,81.3,1.0,165.21,595.57,0.28,138.08700000000002,1.0,0.1611,0.1611,ok,0,0,37.27,767.15,23014.5,276174.0,0.95,769.02,694.51,76.715,9
1627,1627,27,sain,671.48,25.86,32.92,3.47,244.3,87.1,0.0,138.99,603.23,0.23,132.12,0.98,0.183,0.17934,ok,0,0,37.54,660.59,19817.7,237812.4,0.99,682.14,652.38,66.05900000000001,9
1628,1628,28,panne,749.34,24.22,44.86,4.11,65.4,82.5,0.0,22.03,618.67,0.04,0.882,0.01,0.1665,0.001665,defaut,1,11,56.19,4.88,146.4,1756.8000000000002,0.67,4.92,4.64,0.488,9
1629,1629,29,panne,847.64,27.78,38.63,3.69,2.4,75.2,0.0,49.24,610.75,0.08,8.13,0.05,0.171,0.00855,defaut,1,11,48.66,40.66,1219.8,14637.6,0.74,43.01,38.83,4.066,9
1630,1630,30,usé,828.99,27.09,50.08,2.76,241.3,88.0,0.0,148.65,617.11,0.24,127.575,0.85,0.1638,0.13923,ok,0,2,43.58,708.77,21263.1,255157.2,0.82,738.06,686.92,70.877,9
1631,1631,31,sain,1030.72,18.42,38.83,2.31,315.4,22.8,2.0,215.32,590.86,0.36,202.7,0.98,0.178,0.1744399999999999,ok,0,2,38.43,1013.52,30405.6,364867.2,1.0,1050.67,978.29,101.352,9
1632,1632,32,usé,851.35,26.99,43.42,1.93,86.8,54.8,0.0,135.62,614.54,0.22,112.365,0.73,0.1728,0.126144,ok,0,2,40.36,624.27,18728.1,224737.2,0.91,632.91,594.66,62.427,9
1633,1633,33,usé,799.81,28.09,40.12,2.68,34.5,36.2,0.0,134.13,601.4,0.22,110.691,0.77,0.1683,0.129591,ok,0,0,57.17,614.97,18449.1,221389.2,0.9,633.29,606.95,61.49700000000001,9
1634,1634,34,sain,930.75,27.66,31.03,4.6,145.5,58.8,0.5,183.87,533.57,0.34,169.76,0.91,0.189,0.17199,ok,0,1,37.52,848.8,25464.0,305568.0,0.97,933.09,812.32,84.88,9
1635,1635,35,sain,915.73,26.85,38.77,0.0,214.7,65.5,2.0,189.53,632.51,0.3,179.88,0.98,0.186,0.18228,ok,0,1,52.6,899.41,26982.3,323787.6,0.97,971.34,865.2,89.941,9
1636,1636,36,sain,570.87,31.7,53.61,3.2,349.0,83.6,0.0,107.93,648.99,0.17,90.648,0.88,0.1458,0.128304,ok,0,2,60.6,503.58,15107.4,181288.8,0.99,547.98,494.47,50.358,9
